question,super_category,English_translated,English_Paraphrase,French_Paraphrase
Où demander mon extrait de casier judiciaire ?,Droit pénal,Where do I ask for my criminal record?,Where do I get my criminal record?,Où puis-je obtenir mon casier judiciaire ?
L'allocation pour l'aide aux personnes âgées (APA) diminue-t-elle si je vis avec d'autres personnes ?,Droit de la protection sociale,Does the Seniors Assistance Allowance (APA) decrease if I live with other people?,Does the Seniors Assistance Allowance decrease if I live with other people?,L'allocation d'aide aux aînés diminue-t-elle si je vis avec d'autres personnes?
Les régimes de protection des personnes fragilisées ?,Droit financier,The protection of vulnerable people?,The protection of vulnerable people?,La protection des personnes vulnérables?
Comment mettre fin au bail de commun accord à Bruxelles ?,Droit immobilier,How can we put an end to the joint lease in Brussels?,How can we end the joint lease in Brussels?,Comment pouvons-nous mettre fin au bail commun à Bruxelles?
Je m'assure que le propriétaire a obtenu un permis de location. Le permis de location peut-il être retiré ?,Droit immobilier,I make sure the owner has obtained a rental permit. Can the rental permit be withdrawn?,I make sure the owner has a permit.,Je m'assure que le propriétaire a un permis.
Dois-je installer des détecteurs incendie à Bruxelles ?,Droit immobilier,Do I have to install fire detectors in Brussels?,Do I have to install fire detectors in the city?,Dois-je installer des détecteurs d'incendie en ville ?
Quel est le rôle du juge des saisies ?,Droit financier,What is the role of the seizing judge?,What is the role of the seizing judge?,Quel est le rôle du juge saisi?
Je suis parent. Dois-je encore payer la contribution alimentaire si mon enfant majeur quitte la maison ?,Droit de la famille,I'm a parent. Do I still have to pay the maintenance contribution if my adult child leaves the house?,"If my child leaves the house, do I still have to pay the maintenance contribution?","Si mon enfant quitte la maison, dois-je encore payer la pension alimentaire?"
Les parents ne sont pas mariés ensemble. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si la mère a divorcé moins de 300 jours avant la naissance ?,Droit de la famille,Parents are not married together. What steps are taken to be recognized as the father of my child if the mother divorced less than 300 days before birth?,"If the mother divorces less than 300 days before birth, what steps are taken to be recognized as the father of my child?","Si la mère divorce moins de 300 jours avant la naissance, quelles mesures sont prises pour être reconnues comme le père de mon enfant?"
Je suis victime d’une infraction. Comment puis-je demander réparation du dommage que j’ai subi en tant que victime d'une infraction ?,Droit pénal,I am a victim of an offence. How can I claim compensation for the damage I suffered as a victim of an offence?,I am a victim of an offence and how can I claim compensation?,Je suis victime d'une infraction et comment puis-je demander une indemnisation?
L'administrateur de biens peut-il s'opposer à une dépense ?,Droit de la famille,Can the property administrator object to an expense?,Can the administrator object to an expense?,L'administrateur peut-il s'opposer à une dépense?
Je suis majeur. Je séjourne en Belgique depuis au moins 10 ans. Puis-je introduire un recours en cas d'avis négatif concernant ma demande de nationalité ?,Droit des étrangers,I am an adult. I have been in Belgium for at least 10 years. Can I bring an action in the event of a negative opinion concerning my application for nationality?,Can I bring an action in the event of a negative opinion regarding my application for nationality?,Puis-je introduire une action en cas d'avis négatif concernant ma demande de nationalité?
Qu’est-ce qu’un bail de rénovation à Bruxelles ?,Droit immobilier,What is a renovation lease in Brussels?,What is a renovation lease?,Qu'est-ce qu'un bail de rénovation?
"Je me sépare. On se sépare, quel est le sort de la maison achetée ensemble ?",Droit de la famille,"We split up, what's the fate of the house we bought together?",What is the fate of the house we bought together?,Quel est le sort de la maison que nous avons achetée ensemble ?
Dois-je signaler ma grossesse à l'entretien d'embauche ?,Droit de la famille,Should I report my pregnancy at the job interview?,Should I tell the interviewer that I'm pregnant at the job interview?,Dois-je dire à l'intervieweur que je suis enceinte à l'entretien d'embauche ?
Puis-je avoir l'assistance gratuite d'un avocat (aide juridique de 2ème ligne - ex pro deo) ?,Droit pénal,Can I have the free assistance of a lawyer (second line legal aid - ex pro deo)?,Is it possible for me to have the free assistance of a lawyer?,Est-il possible pour moi d'avoir l'assistance gratuite d'un avocat?
L'administrateur de biens et/ou de la personne peut-il tout faire ?,Droit de la famille,Can the property administrator and/or person do anything?,Can the property administrator or person do anything?,L'administrateur du bien ou la personne peut-elle faire quelque chose?
Quelle est la durée d'un bail de colocation à Bruxelles ?,Droit immobilier,What is the duration of a rental lease in Brussels?,What is the duration of a rental lease?,Quelle est la durée d'un bail de location?
Comment mettre fin au bail de commun accord à Bruxelles ?,Droit immobilier,How can we put an end to the joint lease in Brussels?,How can we end the joint lease in Brussels?,Comment pouvons-nous mettre fin au bail commun à Bruxelles?
Quels sont les risques si je ne paie pas mon stationnement ?,Droit financier,What are the risks if I don't pay for my parking?,"If I don't pay for my parking, what are the risks?","Si je ne paie pas pour mon stationnement, quels sont les risques ?"
La police peut-elle venir fouiller chez moi si elle me soupçonne d’avoir du cannabis ?,Droit pénal,Can the police come and search my house if they suspect I have cannabis?,Can the police search my house if they suspect I have cannabis?,La police peut fouiller ma maison s'ils soupçonnent que j'ai du cannabis ?
Qu’est-ce que je risque si je cause un incendie ?,Droit pénal,What do I risk if I cause a fire?,What do I do if I start a fire?,Qu'est-ce que je fais si je déclenche un incendie ?
Je suis victime de violences conjugales. Quels sont mes droits en tant que personne lésée ou partie civile ?,Droit de la famille,I am a victim of domestic violence. What are my rights as an injured person or as a civil party?,I am a victim of domestic violence and I don't know what my rights are.,Je suis victime de violence familiale et je ne sais pas quels sont mes droits.
Le parquet est-il obligé de donner suite à ma plainte ?,Droit pénal,Is the prosecutor obliged to follow up on my complaint?,Is the prosecutor obligated to follow up on my complaint?,Le procureur est-il tenu de donner suite à ma plainte?
A quoi correspondent les charges à Bruxelles ?,Droit immobilier,What are the charges in Brussels?,What are the charges in the city?,Quelles sont les charges en ville ?
Pourquoi faut-il déclarer l'enfant à la commune ?,Droit de la famille,Why should the child be declared to the commune?,The child should be declared to the commune.,L'enfant doit être déclaré à la commune.
Je suis marié(e). Mon conjoint touche un héritage. Est-ce que j'en profite aussi ?,Droit de la famille,I'm married. My spouse has an inheritance. Do I also benefit from it?,Do I benefit from my spouse's inheritance?,Est-ce que je bénéficie de l'héritage de mon conjoint?
J'ai commis une infraction. Suis-je obligé de dénoncer mes complices à la police ?,Droit pénal,Do I have to report my accomplices to the police?,Do I have to report my friends to the police?,Dois-je signaler mes amis à la police ?
Je suis majeur. Je fais valoir des mérites exceptionnels. A quelles conditions puis-je demander la nationalité belge si je fais valoir des mérites exceptionnels ?,Droit des étrangers,I am a major. I have exceptional merits. On what conditions can I apply for Belgian nationality if I claim exceptional merits?,"If I claim exceptional merits, what conditions can I apply for Belgian nationality?","Si je revendique des mérites exceptionnels, quelles conditions puis-je poser pour la nationalité belge?"
La garantie locative est-elle obligatoire à Bruxelles ?,Droit immobilier,Is the rental guarantee compulsory in Brussels?,Is the rental guarantee compulsory?,La garantie de location est-elle obligatoire?
J'introduis une demande en justice. A qui m'adresser pour avoir certains renseignements sur la procédure en justice ?,Droit pénal,I'm bringing a case to court. Who can I ask for information about the legal proceedings?,Who can I ask for information about the legal proceedings?,Qui puis-je demander des informations sur la procédure judiciaire?
