query,super_category
Do I have to hire a lawyer to challenge the decision of a social security agency?,Droit de la protection sociale
Can the family judge force one of us to leave the family home?,Droit de la famille
I'm becoming a legal cohabitant. We're registered at the same address. Are we legal cohabitants?,Droit de la famille
How can we avoid expulsion to Wallonia?,Droit immobilier
I've been in Belgium for at least 5 years. What if I don't have a birth certificate for my application for citizenship?,Droit des étrangers
I'm married. Do we have to open a common account if we're married?,Droit de la famille
Can my owner start my furniture on the street in Wallonia?,Droit immobilier
Do I have to pay the debts of my legal cohabitant?,Droit de la famille
Do I have to pay the costs of justice if I dispute a decision of a social security agency in Wallonia?,Droit immobilier
I'm summoned to court.,Droit pénal
Do you need a minimum number of debts or a minimum amount of debt to be able to introduce a collective debt settlement (CDR)?,Droit financier
"If I am a foreigner, am I entitled to legal aid?",Droit pénal
I want to carry out a health and overcrowding survey in the Walloon Region.,Droit immobilier
Can I get all my income?,Droit financier
Can I ask for exclusive accommodations for my children if I am a victim of domestic violence?,Droit de la famille
Is it possible for my owner to end the long-term lease before the end of the year?,Droit immobilier
Can roommates end their informal rental lease before the deadline?,Droit immobilier
May I ask that certain records be removed from my criminal record?,Droit pénal
I was sentenced to a prison sentence. Can I be heard to explain my social reintegration plan?,Droit pénal
What is the friendly settlement chamber?,Droit de la famille
Is it possible to request urgent and interim measures in the family court?,Droit de la famille
The child's father is not married to the mother.,Droit de la famille
What are the consequences if I break a car?,Droit pénal
Is a written lease required in Brussels?,Droit immobilier
What to do when a new roommate arrives in Brussels?,Droit immobilier
Do I have to report my friends to the police?,Droit pénal
What is the duration of a student lease?,Droit immobilier
Is an observation person unable to manage his assets?,Droit de la famille
Can I dispute the refusal of my marriage?,Droit de la famille
Do I have to respond to requests for information from the King's prosecutor to fight terrorism?,Droit du travail
The company is located in Belgium.,Droit financier
I was sentenced to a prison sentence and what conditions can I obtain electronic surveillance?,Droit pénal
I'm a victim of domestic violence.,Droit de la famille
What is the reintegration route?,Droit de la protection sociale
Is it possible for a single roommate to end the unofficial lease of co-location before maturity in Wallonia?,Droit immobilier
Is it possible for the owner to forbid me from doing it in Brussels?,Droit immobilier
What if I can't agree with the other parent on a decision about our minor child?,Droit de la famille
The parents are not married together. The mother of the child is married to someone other than the father. Can I be asked for financial assistance for the child if I am his biological father but not legal?,Droit de la famille
Is it possible to suspend the payment of rents in Wallonia?,Droit immobilier
What is the appeal against a decision of the Legal Aid Office?,Droit pénal
I have been in Belgium for at least 5 years. How do I apply for a declaration of nationality?,Droit des étrangers
"We split up, who has to pay the rent?",Droit de la famille
I want to divorce by mutual consent. How do I determine the amount of maintenance?,Droit de la famille
"I didn't choose a student lease, what kind of lease is it in Brussels?",Droit immobilier
Can I be expelled in the winter?,Droit financier
I divorce by mutual consent.,Droit de la famille
I live with my family in Belgium. I get married. What happens if I'm a foreigner and my marriage is delayed?,Droit des étrangers
"If I work full-time, or if I'm unable to work, what will happen?",Droit pénal
Is the guardian obliged to accept his designation?,Droit de la famille
What documents do I have to hand over to the legal aid office?,Droit pénal
Can I submit my request for urgent and interim measures alone or should I have a lawyer?,Droit de la famille
What is the meaning of interviews and repairs in Brussels?,Droit immobilier
What steps are taken after delivery to be considered as the child's mother?,Droit de la famille
"If I don't get the extension for exceptional circumstances in Wallonia, what would I do?",Droit immobilier
I get the confidences that come with being a professional.,Droit du travail
"If I'm expelled, what about my furniture in Brussels?",Droit immobilier
"The relationship with my ex is very difficult, can the judge refuse me to house my children?",Droit de la famille
What are the owner's repairs in Brussels?,Droit immobilier
I am an adult and have been in Belgium for at least 5 years.,Droit des étrangers
Can I have the necessary work done and send the bill to him in Wallonia?,Droit immobilier
What is the use of urgent and temporary measures?,Droit de la famille
Is it possible for the CPAS to ask me to repay the RIS I received?,Droit de la protection sociale
I didn't sign a lease.,Droit immobilier
"Before the appeal is lodged against the decision of the CPAS, which court should it be lodged against?",Droit de la protection sociale
